"voltage_zc,Current_resistor"
5.874193548387097,0.0006863417982155113
5.922580645161291,0.0
5.912903225806452,0.0
5.932258064516129,0.0
5.912903225806452,0.0013726835964310226
5.874193548387097,0.0006863417982155113
5.874193548387097,0.02470830473575841
5.912903225806452,0.00549073438572409
5.874193548387097,0.0006863417982155113
5.92258064516129,0.0006863417982155113
5.941935483870968,0.0
5.8354838709677415,0.0
5.912903225806452,0.0
6.0,0.0
5.92258064516129,0.0006863417982155113
5.845161290322581,0.0006863417982155113
5.883870967741935,0.0006863417982155113
5.864516129032258,0.0
6.019354838709678,0.0
5.729032258064516,0.0
5.864516129032258,0.0
5.893548387096773,0.0
5.806451612903226,0.0013726835964310226
5.92258064516129,0.0006863417982155113
5.903225806451613,0.0006863417982155113
5.980645161290322,0.0013726835964310226
5.912903225806452,0.0
5.970967741935484,0.002059025394646534
6.087096774193547,0.0
5.912903225806452,0.0075497597803706245
5.961290322580645,0.002745367192862045
5.893548387096774,0.0048043925875085785
5.912903225806452,0.0
5.883870967741936,0.0006863417982155113
5.8741935483870975,0.0006863417982155113
5.874193548387097,0.0
5.893548387096774,0.0
5.92258064516129,0.0006863417982155113
5.893548387096773,0.0
5.951612903225806,0.0034317089910775563
5.874193548387097,0.0
5.825806451612904,0.008922443376801648
5.932258064516129,0.0006863417982155113
5.941935483870968,0.002745367192862045
5.903225806451613,0.0
5.951612903225806,0.0
5.883870967741935,0.0
5.990322580645161,0.0
5.932258064516129,0.0
5.8741935483870975,0.0
5.932258064516129,0.0006863417982155113
5.903225806451613,0.0
5.912903225806452,0.0
5.845161290322581,0.0006863417982155113
5.932258064516129,0.0006863417982155113
5.893548387096774,0.0
5.864516129032258,0.0006863417982155113
5.54516129032258,0.0
5.85483870967742,0.002059025394646534
5.893548387096774,0.0
5.893548387096774,0.0
5.903225806451613,0.01029512697323267
6.07741935483871,0.0013726835964310226
5.941935483870968,0.0006863417982155113
5.893548387096774,0.0
5.903225806451613,0.006177076183939602
5.961290322580645,0.0
5.883870967741936,0.0
5.893548387096774,0.0006863417982155113
5.535483870967742,0.0
5.883870967741935,0.0
5.883870967741936,0.0
5.903225806451613,0.0
5.748387096774193,0.0034317089910775563
5.912903225806452,0.0006863417982155113
5.961290322580645,0.0
5.941935483870968,0.0
5.922580645161291,0.0006863417982155113
5.758064516129032,0.0
5.932258064516129,0.0006863417982155113
5.767741935483871,0.0006863417982155113
5.903225806451613,0.0
5.864516129032258,0.00549073438572409
5.893548387096774,0.0048043925875085785
5.961290322580645,0.0
5.748387096774193,0.0
5.883870967741935,0.002745367192862045
5.85483870967742,0.0006863417982155113
5.893548387096774,0.0
6.009677419354839,0.0
5.912903225806452,0.0034317089910775563
5.883870967741935,0.0
5.941935483870968,0.0006863417982155113
5.961290322580645,0.0
5.864516129032258,0.0
5.92258064516129,0.0006863417982155113
5.903225806451613,0.01029512697323267
5.787096774193548,0.0034317089910775563
5.92258064516129,0.0006863417982155113
5.990322580645161,0.0
5.883870967741936,0.0
